Timestamp,Signal_Type,Price,Quantity,Diff_MA_At_Signal
741,BUY,1394.06,100,-48.6476
742,BUY,1394.85,100,-55.174
743,BUY,1406.83,100,-39.0536
744,BUY,1415.91,100,-30.6599
745,BUY,1413.95,100,-34.7706
746,BUY,1408.02,100,-37.0752
747,BUY,1407.47,100,-38.4358
748,BUY,1414.46,100,-33.6759
782,SELL,1441.58,-100,34.461
783,SELL,1450.03,-100,47.3661
784,SELL,1454.93,-100,52.2511
785,SELL,1457.9,-100,64.0331
786,SELL,1465.74,-100,71.078
787,SELL,1459.55,-100,68.0361
788,SELL,1456.36,-100,63.4759
789,SELL,1455.74,-100,66.2686
790,SELL,1464.94,-100,72.378
791,SELL,1467.71,-100,74.0076
792,SELL,1466.06,-100,76.4085
793,SELL,1453.45,-100,61.1109
794,SELL,1447.54,-100,58.2335
795,SELL,1436.33,-100,43.2222
798,SELL,1434.01,-100,36.8452
799,SELL,1433.43,-100,38.5215
800,SELL,1430.06,-100,34.7049
801,SELL,1429.38,-100,36.2737
805,SELL,1418.33,-100,34.6302
806,SELL,1424.14,-100,35.2443
882,BUY,1375.47,100,-33.9788
886,BUY,1376.12,100,-35.3187
887,BUY,1371.11,100,-40.6189
888,BUY,1370.46,100,-32.4629
891,BUY,1368.94,100,-35.4237
892,BUY,1371.8,100,-43.2642
893,BUY,1359.51,100,-54.2022
894,BUY,1354.78,100,-52.7555
895,BUY,1359.74,100,-44.4562
896,BUY,1362.96,100,-40.5979
897,BUY,1372.68,100,-39.9551
898,BUY,1384.5,100,-31.1778
913,SELL,1411.98,-100,35.1278
914,SELL,1417.25,-100,38.2073
915,SELL,1414.3,-100,39.5454
916,SELL,1412,-100,42.2243
917,SELL,1412.62,-100,35.6151
922,SELL,1413.59,-100,34.6794
923,SELL,1416.88,-100,44.1819
928,SELL,1409.81,-100,38.6992
929,SELL,1412.02,-100,44.8032
938,SELL,1404.42,-100,35.8623
939,SELL,1406.16,-100,41.9447
940,SELL,1403.28,-100,42.5964
941,SELL,1391.71,-100,34.5491
942,SELL,1395.49,-100,39.4359
943,SELL,1392.52,-100,36.2328
944,SELL,1393.14,-100,36.847
970,BUY,1356.27,100,-33.276
971,BUY,1355.24,100,-31.0034
972,BUY,1346.68,100,-35.8827
973,BUY,1342.43,100,-36.7822
974,BUY,1351.35,100,-31.8564
977,BUY,1353.27,100,-33.9382
978,BUY,1345.1,100,-48.3543
979,BUY,1344.41,100,-49.363
980,BUY,1353.83,100,-33.6983
981,BUY,1355.38,100,-39.6362
982,BUY,1357.06,100,-39.6486
989,BUY,1388.81,100,-30.8423
999,BUY,1392.96,100,-34.5857
1003,BUY,1394.51,100,-32.6615
1010,BUY,1405.11,100,-34.4026
1011,BUY,1405.89,100,-38.5003
1012,BUY,1411.27,100,-39.5027
1013,BUY,1412.4,100,-33.989
1014,BUY,1410.5,100,-42.8298
1015,BUY,1407.99,100,-49.136
1016,BUY,1415.43,100,-32.2729
1041,SELL,1454.99,-100,42.1151
1042,SELL,1457.36,-100,47.6461
1043,SELL,1446.64,-100,36.7891
1044,SELL,1446.06,-100,43.6786
1045,SELL,1449.77,-100,42.894
1046,SELL,1440.34,-100,34.5482
1047,SELL,1445.18,-100,38.4808
1048,SELL,1441.96,-100,42.6547
1049,SELL,1441.6,-100,35.9268
1064,SELL,1442.72,-100,39.5941
1065,SELL,1446.27,-100,41.9163
1066,SELL,1444.28,-100,39.393
1067,SELL,1448.78,-100,41.0689
1068,SELL,1441.34,-100,40.2179
1093,BUY,1398.52,100,-30.4741
1101,BUY,1395.84,100,-31.9325
1111,SELL,1445.33,-100,39.0485
1112,SELL,1444.24,-100,41.7672
1113,SELL,1442.2,-100,34.5065
1135,BUY,1417.85,100,-33.3818
1136,BUY,1413.18,100,-39.8625
1137,BUY,1412.01,100,-39.2188
1138,BUY,1406.12,100,-41.2257
1139,BUY,1405.92,100,-44.8723
1140,BUY,1404.5,100,-43.2444
1141,BUY,1402.26,100,-54.381
1142,BUY,1386.13,100,-68.2088
1143,BUY,1385.69,100,-71.8632
1144,BUY,1397.69,100,-56.7113
1145,BUY,1402.25,100,-55.7134
1146,BUY,1402.24,100,-56.0225
1147,BUY,1413.59,100,-44.9829
1148,BUY,1413.15,100,-46.1158
1149,BUY,1416.82,100,-38.4087
1150,BUY,1416.91,100,-38.72
1160,BUY,1450.51,100,-34.8143
1164,BUY,1431.69,100,-36.6489
1166,BUY,1439.51,100,-33.6733
1167,BUY,1442.36,100,-32.3956
1168,BUY,1433.45,100,-37.8062
1169,BUY,1430.73,100,-44.7201
1170,BUY,1430.3,100,-42.6937
1171,BUY,1437.3,100,-45.4782
1172,BUY,1442.98,100,-37.0253
1174,BUY,1440.49,100,-42.1695
1226,SELL,1462.58,-100,37.8026
1228,SELL,1461.37,-100,36.3009
1231,SELL,1465.28,-100,42.3859
1232,SELL,1460.17,-100,47.1966
1233,SELL,1465.27,-100,55.754
1234,SELL,1454.38,-100,44.8472
1235,SELL,1467.83,-100,59.7917
1236,SELL,1470.5,-100,58.678
1237,SELL,1475.37,-100,67.78
1238,SELL,1483.91,-100,76.9209
1239,SELL,1474.02,-100,70.7362
1240,SELL,1462.99,-100,63.5855
1241,SELL,1455.47,-100,49.5274
1242,SELL,1460.2,-100,55.685
1243,SELL,1464.99,-100,54.5582
1255,BUY,1409.04,100,-34.8637
1256,BUY,1411,100,-30.6702
1258,BUY,1412.85,100,-30.7872
1259,BUY,1412.64,100,-31.168
1261,BUY,1419.35,100,-36.0947
1262,BUY,1410.9,100,-47.4546
1263,BUY,1412.5,100,-47.7537
1264,BUY,1427.75,100,-39.7515
1265,BUY,1418.15,100,-47.5386
1266,BUY,1414.57,100,-53.5515
1267,BUY,1408.44,100,-62.4864
1268,BUY,1398.69,100,-79.533
1269,BUY,1398.42,100,-74.975
1270,BUY,1394.7,100,-82.5738
1271,BUY,1403.47,100,-78.1293
1272,BUY,1406,100,-79.5144
1273,BUY,1411.23,100,-85.2218
1274,BUY,1411.54,100,-87.4159
1275,BUY,1408.94,100,-101.426
1276,BUY,1392.97,100,-112.566
1277,BUY,1399.94,100,-111.203
1278,BUY,1399.48,100,-117.968
1279,BUY,1402.06,100,-117.789
1280,BUY,1409.08,100,-120.093
1281,BUY,1420.39,100,-113.769
1282,BUY,1420.74,100,-108.116
1283,BUY,1424.26,100,-102.259
1284,BUY,1436.72,100,-96.1014
1285,BUY,1447.41,100,-90.3464
1286,BUY,1445.06,100,-92.2016
1287,BUY,1454.17,100,-87.6526
1288,BUY,1460.73,100,-87.2881
1289,BUY,1462.99,100,-85.9538
1290,BUY,1463.64,100,-85.3986
1291,BUY,1476.03,100,-72.668
1292,BUY,1483.32,100,-75.4704
1293,BUY,1487.84,100,-75.6215
1294,BUY,1492.81,100,-81.4778
1295,BUY,1483.82,100,-98.613
1296,BUY,1485.74,100,-99.2326
1297,BUY,1485.64,100,-100.527
1298,BUY,1488.92,100,-100.893
1299,BUY,1479.53,100,-114.369
1300,BUY,1482.28,100,-118.286
1301,BUY,1486.84,100,-115.714
1302,BUY,1486.4,100,-111.69
1303,BUY,1492.48,100,-99.7967
1304,BUY,1493.39,100,-111.44
1305,BUY,1501.9,100,-110.528
1306,BUY,1495.53,100,-112.796
1307,BUY,1499.46,100,-115.066
1308,BUY,1501.01,100,-116.091
1309,BUY,1498.71,100,-120.894
1310,BUY,1522.34,100,-104.564
1311,BUY,1520.5,100,-99.2832
1312,BUY,1518.17,100,-104.705
1313,BUY,1519.03,100,-110.912
1314,BUY,1518.89,100,-104.982
1315,BUY,1528.88,100,-97.2447
1316,BUY,1536.14,100,-87.9681
1317,BUY,1539.95,100,-80.3201
1318,BUY,1552.95,100,-69.5664
1319,BUY,1551.83,100,-60.7685
1320,BUY,1558.08,100,-48.5425
1321,BUY,1548.78,100,-55.6665
1322,BUY,1576.25,100,-33.6037
1323,BUY,1571.68,100,-36.0658
1355,BUY,1598.4,100,-35.2717
1356,BUY,1593.33,100,-55.0206
1357,BUY,1590.53,100,-55.6807
1358,BUY,1584.33,100,-67.4493
1359,BUY,1577.73,100,-68.575
1360,BUY,1589.49,100,-67.1962
1361,BUY,1588.13,100,-75.519
1362,BUY,1588.17,100,-76.6339
1363,BUY,1584.76,100,-77.6961
1364,BUY,1584.42,100,-75.8991
1365,BUY,1574.33,100,-84.9469
1366,BUY,1563.91,100,-93.829
1367,BUY,1570.28,100,-91.491
1368,BUY,1575.87,100,-88.8008
1369,BUY,1583.79,100,-84.7252
1370,BUY,1577.6,100,-95.4035
1371,BUY,1583.12,100,-85.6509
1372,BUY,1592.55,100,-81.6552
1373,BUY,1595.3,100,-81.443
1374,BUY,1606.76,100,-71.9333
1375,BUY,1607.29,100,-77.2445
1376,BUY,1607.5,100,-74.5552
1377,BUY,1612.36,100,-67.9834
1378,BUY,1606.98,100,-65.103
1379,BUY,1618.12,100,-46.8594
1380,BUY,1613.67,100,-50.3478
1381,BUY,1623.84,100,-34.1359
1393,SELL,1676.79,-100,41.6472
1394,SELL,1680.7,-100,40.9325
1395,SELL,1682.77,-100,50.9065
1396,SELL,1675.26,-100,49.6018
1397,SELL,1686.09,-100,62.4471
1398,SELL,1691.78,-100,66.8642
1399,SELL,1694.07,-100,82.5161
1400,SELL,1694.86,-100,87.1088
1401,SELL,1696.36,-100,92.2489
1402,SELL,1695.3,-100,97.6779
1403,SELL,1700.16,-100,97.6084
1404,SELL,1699.88,-100,95.9557
1405,SELL,1704.01,-100,100.892
1406,SELL,1701.87,-100,103.449
1407,SELL,1700.46,-100,106.678
1408,SELL,1689.66,-100,98.1052
1409,SELL,1688.49,-100,90.4525
1410,SELL,1684.21,-100,82.9261
1411,SELL,1670.47,-100,65.2316
1412,SELL,1656.07,-100,42.1013
1414,SELL,1662.42,-100,42.9118
1415,SELL,1658.8,-100,36.1476
1416,SELL,1663.49,-100,41.037
1417,SELL,1661.31,-100,45.1566
1418,SELL,1669.47,-100,46.6988
1419,SELL,1663.28,-100,36.5228
1420,SELL,1661.37,-100,41.342
1421,SELL,1669.97,-100,49.1756
1422,SELL,1667.31,-100,43.4883
1423,SELL,1656.73,-100,34.869
1449,SELL,1636.68,-100,39.6105
1452,SELL,1626.46,-100,40.2153
1453,SELL,1625.85,-100,37.3326
1454,SELL,1621.23,-100,37.5986
1455,SELL,1617.4,-100,36.621
1464,SELL,1619.18,-100,46.7714
1465,SELL,1621.33,-100,54.3788
1466,SELL,1623.63,-100,61.2134
1467,SELL,1619,-100,58.1241
1468,SELL,1619.44,-100,58.5288
1469,SELL,1620.06,-100,60.3355
1470,SELL,1620.34,-100,65.3819
1471,SELL,1608.96,-100,51.6388
1472,SELL,1604.87,-100,46.7153
1473,SELL,1601.04,-100,38.2062
1474,SELL,1609.27,-100,50.7793
1475,SELL,1606.53,-100,57.7839
1476,SELL,1606.85,-100,50.209
1477,SELL,1603.12,-100,46.7057
1478,SELL,1606.41,-100,55.9544
1479,SELL,1599.63,-100,44.9374
1480,SELL,1592.16,-100,41.2419
1481,SELL,1589.27,-100,35.6187
1491,SELL,1598.58,-100,35.9429
1505,BUY,1548.44,100,-45.6915
1511,BUY,1556.53,100,-32.9413
1521,BUY,1562.81,100,-32.1577
1522,BUY,1555.8,100,-38.3493
1524,BUY,1562.53,100,-34.5087
1525,BUY,1548.23,100,-56.078
1526,BUY,1549.24,100,-64.9306
1527,BUY,1554.21,100,-54.8633
1528,BUY,1557.77,100,-56.5093
1529,BUY,1557.13,100,-59.3867
1530,BUY,1562.36,100,-55.9665
1531,BUY,1567.44,100,-49.0558
1532,BUY,1570.93,100,-49.509
1533,BUY,1568.2,100,-55.3315
1534,BUY,1583.65,100,-42.6201
1535,BUY,1586.52,100,-41.6506
1536,BUY,1584.26,100,-40.2072
1537,BUY,1577.32,100,-40.6598
1538,BUY,1571.49,100,-44.9054
1654,SELL,1610.61,-100,34.5928
1662,SELL,1603.5,-100,39.7835
1663,SELL,1609.23,-100,44.8484
1664,SELL,1598.43,-100,35.3227
1667,SELL,1598.4,-100,38.9521
1668,SELL,1597.94,-100,40.0123
1669,SELL,1606.38,-100,53.4932
1670,SELL,1605.76,-100,60.1168
1671,SELL,1600.71,-100,54.8309
1672,SELL,1598.78,-100,46.8499
1673,SELL,1596.6,-100,47.0386
1674,SELL,1596.88,-100,45.1365
1675,SELL,1599.16,-100,49.6064
1676,SELL,1592.78,-100,36.4459
1684,SELL,1581.2,-100,34.7527
1687,SELL,1576.01,-100,35.5708
1688,SELL,1580.46,-100,37.9772
1694,SELL,1569.4,-100,37.4911
1695,SELL,1583.62,-100,49.5391
1696,SELL,1570.91,-100,38.4258
1697,SELL,1570.9,-100,41.4813
1698,SELL,1571.39,-100,48.4968
1740,BUY,1531.58,100,-35.2855
1741,BUY,1525.1,100,-35.8507
1743,BUY,1531.82,100,-35.2147
1744,BUY,1528.63,100,-33.7518
1745,BUY,1521.08,100,-49.7454
1746,BUY,1534.74,100,-39.1775
1747,BUY,1541.29,100,-36.1187
1748,BUY,1532.1,100,-45.0373
1749,BUY,1538.76,100,-43.6248
1750,BUY,1545.09,100,-34.7505
1751,BUY,1544.83,100,-32.3098
1755,BUY,1550.29,100,-39.8289
1767,BUY,1560.35,100,-40.4222
1768,BUY,1566.89,100,-37.7513
1769,BUY,1573.37,100,-39.2504
1771,BUY,1575.82,100,-45.471
1772,BUY,1572.5,100,-52.7221
1773,BUY,1579.91,100,-35.1141
1774,BUY,1567.94,100,-52.1168
1775,BUY,1577.38,100,-38.3409
1776,BUY,1578.6,100,-35.0491
1781,BUY,1583.92,100,-31.0964
1787,BUY,1579.41,100,-31.3253
1789,BUY,1570.17,100,-37.1352
1790,BUY,1570.22,100,-41.0541
1791,BUY,1573.93,100,-34.518
1792,BUY,1576.1,100,-37.5826
1793,BUY,1575.66,100,-38.1241
1794,BUY,1582.85,100,-34.0697
1802,SELL,1637.66,-100,34.4073
1873,SELL,1622.24,-100,51.7706
1874,SELL,1634.43,-100,63.9277
1875,SELL,1634.86,-100,65.7473
1876,SELL,1640.05,-100,79.4704
1877,SELL,1634.51,-100,76.5516
1878,SELL,1636.35,-100,76.8783
1879,SELL,1631.93,-100,80.6322
1880,SELL,1631.25,-100,84.5422
1881,SELL,1631.76,-100,84.8816
1882,SELL,1621.63,-100,80.3059
1883,SELL,1615.56,-100,74.5507
1884,SELL,1620.11,-100,77.4829
1885,SELL,1616.31,-100,70.6509
1886,SELL,1610.57,-100,68.7777
1887,SELL,1605.7,-100,59.9526
1888,SELL,1599.49,-100,50.916
1889,SELL,1601.45,-100,60.2561
1890,SELL,1608.24,-100,68.4482
1891,SELL,1597.28,-100,57.3141
1892,SELL,1585.47,-100,43.0738
1893,SELL,1594.97,-100,46.0389
1894,SELL,1585.57,-100,38.1727
1895,SELL,1596.43,-100,46.9842
1896,SELL,1585.94,-100,36.5499
1897,SELL,1586.01,-100,44.7462
1898,SELL,1589.92,-100,54.9566
1899,SELL,1589.19,-100,56.1547
1900,SELL,1597.73,-100,62.5587
1901,SELL,1591.82,-100,58.8424
1902,SELL,1593.6,-100,55.5673
1903,SELL,1603.47,-100,61.7276
1904,SELL,1605.39,-100,61.8037
1905,SELL,1599.43,-100,55.5593
1906,SELL,1598.14,-100,46.8924
1919,SELL,1558.56,-100,39.6866
1921,SELL,1556.01,-100,38.323
1922,SELL,1563.42,-100,55.0886
1923,SELL,1566.58,-100,56.3905
1924,SELL,1558.97,-100,48.4422
1925,SELL,1565.39,-100,55.3886
1926,SELL,1551.18,-100,37.2169
1936,SELL,1564.75,-100,38.619
1937,SELL,1567.63,-100,46.6452
1938,SELL,1571.25,-100,56.3455
1939,SELL,1565.37,-100,45.5326
1940,SELL,1562.16,-100,46.8632
1941,SELL,1569.25,-100,55.2296
1942,SELL,1565.68,-100,52.5407
1943,SELL,1557.93,-100,52.0401
1944,SELL,1571.46,-100,66.6841
1945,SELL,1564.4,-100,66.272
1946,SELL,1545.14,-100,51.7035
1947,SELL,1547.41,-100,55.1082
1948,SELL,1540.03,-100,52.3081
1949,SELL,1534.23,-100,46.2545
1950,SELL,1537.49,-100,50.6272
1951,SELL,1538.64,-100,44.3094
1952,SELL,1531.05,-100,43.5265
1953,SELL,1528.8,-100,38.691
1954,SELL,1526.97,-100,43.8465
1955,SELL,1526.25,-100,48.9655
1956,SELL,1530.08,-100,47.1471
1957,SELL,1538.99,-100,57.1805
1958,SELL,1550.21,-100,67.5552
1959,SELL,1540.01,-100,56.5381
1960,SELL,1542.42,-100,56.9218
1961,SELL,1533.52,-100,42.9562
1962,SELL,1530.89,-100,51.904
1963,SELL,1544.36,-100,63.8022
1964,SELL,1538.68,-100,53.9562
1965,SELL,1530.28,-100,42.2036
1966,SELL,1530.2,-100,43.3892
1967,SELL,1523.07,-100,40.6173
1975,BUY,1473.46,100,-33.1525
1983,BUY,1470.63,100,-30.7387
1984,BUY,1463.11,100,-42.6653
1985,BUY,1454.4,100,-47.9779
1986,BUY,1459.21,100,-43.911
1987,BUY,1465.17,100,-40.4649
1988,BUY,1469.86,100,-40.949
1989,BUY,1469.5,100,-36.5953
1997,BUY,1481.47,100,-37.7033
1998,BUY,1481.54,100,-39.183
1999,BUY,1484.29,100,-41.5306
2000,BUY,1476.56,100,-53.6267
2001,BUY,1471,100,-54.0409
2002,BUY,1475.64,100,-52.5616
2003,BUY,1484.12,100,-36.7827
2004,BUY,1495.04,100,-35.8348
2006,BUY,1496.3,100,-35.3577
2007,BUY,1484.69,100,-51.7143
2008,BUY,1489.78,100,-43.1628
2009,BUY,1495.16,100,-40.8926
2010,BUY,1490.82,100,-44.4034
2011,BUY,1491.73,100,-37.4782
2012,BUY,1496.69,100,-35.4281
2013,BUY,1490.33,100,-42.2554
2014,BUY,1495.97,100,-35.858
2016,BUY,1507.38,100,-33.5421
2020,BUY,1508.43,100,-34.7121
2021,BUY,1509.89,100,-37.639
2032,SELL,1557.93,-100,38.295
2090,SELL,1566.58,-100,41.8994
2091,SELL,1572.41,-100,49.5423
2092,SELL,1568.78,-100,49.2395
2093,SELL,1576.17,-100,52.3855
2094,SELL,1575.32,-100,48.3165
2095,SELL,1580.8,-100,55.5604
2096,SELL,1586.29,-100,61.2898
2097,SELL,1574.19,-100,44.91
2098,SELL,1578.63,-100,42.1493
2099,SELL,1576.58,-100,45.3563
2100,SELL,1571.5,-100,43.7775
2101,SELL,1574.39,-100,43.8502
2102,SELL,1568.91,-100,41.5614
2103,SELL,1568.77,-100,43.4347
2104,SELL,1571.68,-100,48.0887
2105,SELL,1571.4,-100,49.2115
2106,SELL,1578.22,-100,41.9482
2113,SELL,1557.41,-100,37.6113
2122,BUY,1529.39,100,-32.0735
2123,BUY,1527.88,100,-38.0795
2124,BUY,1527.17,100,-50.1118
2125,BUY,1523.58,100,-53.0855
2126,BUY,1520.67,100,-60.6809
2127,BUY,1530.6,100,-48.7005
2128,BUY,1538.83,100,-40.4477
2129,BUY,1530.13,100,-53.8279
2130,BUY,1518.98,100,-64.603
2131,BUY,1515.27,100,-69.7825
2132,BUY,1510.13,100,-74.3633
2133,BUY,1509.52,100,-75.5336
