Timestamp,VP_Price,Expected_VP_Price,Diff_MA,Raw_Difference,VP_Position,SHEEP_Price,ORE_Price,WHEAT_Price
36,1265.581685,1294.741722,-29.160037,-29.160037,100,295.628977,30.954516,101.729824
37,1272.049979,1289.904232,-17.854253,-17.854253,100,297.608059,30.762588,100.935330
38,1271.758342,1285.054349,-13.296007,-13.296007,100,296.148857,30.609176,100.900788
39,1279.704531,1293.583837,-13.879306,-13.879306,100,295.030099,31.074595,100.576146
40,1281.202204,1296.822714,-15.620511,-15.620511,100,294.645275,31.158510,101.164884
41,1283.595914,1289.775397,-6.179483,-6.179483,100,293.381722,30.868332,101.374234
42,1286.390253,1292.486000,-6.095747,-6.095747,100,294.265720,30.891608,101.859863
43,1283.049871,1292.711858,-9.661988,-9.661988,100,294.147875,30.791397,102.756866
44,1278.200602,1288.896192,-10.695590,-10.695590,100,292.803772,30.747747,102.189095
45,1276.093664,1292.455422,-16.361758,-16.361758,100,293.511292,30.887753,102.112980
46,1268.922256,1294.523789,-25.601533,-25.601533,100,292.675448,30.934764,102.723039
47,1278.351565,1294.285513,-15.933948,-15.933948,100,295.323434,30.861478,102.392186
48,1274.610991,1291.365151,-16.754160,-16.754160,100,294.746015,30.875773,101.445563
49,1286.827915,1292.491070,-5.663155,-5.663155,100,295.860795,30.845414,101.728145
50,1271.972073,1295.077217,-23.105144,-23.105144,100,294.151051,31.012343,101.852709
51,1263.068030,1291.122097,-28.054066,-28.054066,100,291.174193,30.979875,101.654922
52,1267.473408,1293.214899,-25.741491,-25.741491,100,292.109005,31.002460,101.915717
53,1279.007554,1295.023516,-16.015962,-16.015962,100,292.332143,31.126460,101.506761
54,1283.818225,1298.523261,-14.705036,-14.705036,100,292.866273,31.305509,101.158984
55,1290.331912,1299.245459,-8.913548,-8.913548,100,295.374362,31.255820,101.020749
56,1293.688109,1298.160471,-4.472362,-4.472362,100,296.605723,31.172049,100.916499
57,1288.977444,1299.814691,-10.837247,-10.837247,100,295.794036,31.253441,101.106966
58,1290.728672,1293.522920,-2.794248,-2.794248,100,295.860126,31.058305,100.425071
59,1291.194366,1296.556822,-5.362456,-5.362456,100,298.183292,31.109977,100.355606
60,1293.465827,1299.611280,-6.145453,-6.145453,100,297.524615,31.300635,100.132050
61,1304.946883,1298.185014,6.761869,6.761869,100,295.949940,31.374615,99.547188
62,1302.562905,1293.972547,8.590358,8.590358,100,295.334961,31.223766,99.452474
63,1301.400018,1292.407507,8.992511,8.992511,100,296.764273,31.257702,98.201613
64,1293.633760,1297.149400,-3.515641,-3.515641,100,297.601260,31.411860,98.385545
65,1301.979199,1296.192782,5.786417,5.786417,100,298.644506,31.381264,97.969119
66,1294.658919,1295.013786,-0.354867,-0.354867,100,300.106551,31.250134,98.130402
67,1291.106681,1297.601154,-6.494473,-6.494473,100,302.065367,31.336756,97.745989
68,1279.970855,1297.216575,-17.245720,-17.245720,100,302.586128,31.315094,97.620246
69,1291.547969,1292.951667,-1.403699,-1.403699,100,303.801906,31.201467,96.649837
70,1292.165029,1293.467155,-1.302126,-1.302126,100,303.943350,31.170545,97.026333
71,1284.467695,1294.365299,-9.897603,-9.897603,100,304.560715,31.235510,96.639923
72,1288.733655,1290.593881,-1.860226,-1.860226,100,304.436003,31.190336,95.721760
73,1287.415438,1287.488604,-0.073167,-0.073167,100,304.091327,31.087049,95.556530
74,1274.696019,1285.787352,-11.091332,-11.091332,100,302.768618,31.106318,95.225154
75,1277.989837,1288.807063,-10.817226,-10.817226,100,305.221292,31.109704,95.487501
76,1283.593365,1286.469631,-2.876266,-2.876266,100,302.562648,31.203481,94.767503
77,1273.927287,1285.095128,-11.167841,-11.167841,100,302.986424,31.127468,94.752306
78,1273.012556,1285.095646,-12.083090,-12.083090,100,300.928088,31.237982,94.527448
79,1278.849533,1288.335002,-9.485468,-9.485468,100,299.944876,31.487923,94.005922
80,1284.472316,1288.402344,-3.930027,-3.930027,100,299.054688,31.491382,94.278000
81,1279.904814,1285.211304,-5.306490,-5.306490,100,298.078827,31.400678,94.180270
82,1282.811110,1282.180150,0.630960,0.630960,100,299.170227,31.232790,94.100193
83,1283.705506,1282.622958,1.082548,1.082548,100,298.908954,31.210871,94.505914
84,1297.048081,1274.821898,22.226183,22.226183,100,297.987632,31.013131,93.626157
85,1295.039011,1270.623607,24.415405,24.415405,100,298.334729,30.828111,93.505095
86,1293.735620,1269.215930,24.519690,24.519690,100,298.828239,30.757206,93.416918
87,1277.676989,1267.844112,9.832878,9.832878,100,296.987373,30.754284,93.533585
88,1271.003717,1264.809541,6.194176,6.194176,100,296.345044,30.739564,92.793859
89,1262.907881,1262.868455,0.039426,0.039426,100,297.311937,30.642807,92.575652
90,1263.883718,1259.847969,4.035749,4.035749,100,298.990552,30.519697,91.967944
91,1269.115868,1254.941016,14.174851,14.174851,100,297.877872,30.399356,91.548162
92,1264.709752,1251.805666,12.904086,12.904086,100,297.214738,30.214403,92.108481
93,1269.659670,1249.752079,19.907591,19.907591,100,297.848963,30.116085,91.966421
94,1279.115668,1245.765231,33.350437,33.350437,100,296.061989,29.988513,92.131345
95,1283.416137,1243.123886,40.292251,40.292251,100,295.219789,29.901598,92.153495
96,1280.267650,1238.769560,41.498089,41.498089,0,295.678359,29.684241,92.196111
97,1284.513561,1236.840015,47.673546,47.673546,-100,294.153287,29.669775,92.111437
98,1279.757628,1235.725260,44.032367,44.032367,-100,294.521012,29.598331,92.168122
99,1280.459345,1227.978260,52.481085,52.481085,-100,291.742367,29.453498,91.469439
100,1276.211196,1231.640576,44.570619,44.570619,-100,291.260836,29.707013,90.911485
101,1277.852209,1232.171201,45.681008,45.681008,-100,292.572967,29.698639,90.754686
102,1274.038163,1229.971956,44.066207,44.066207,-100,293.130282,29.556403,90.928645
103,1274.428120,1231.451972,42.976148,42.976148,-100,292.628160,29.695192,90.514795
104,1283.334766,1229.236110,54.098656,54.098656,-100,291.485302,29.577999,91.014081
105,1282.385934,1229.768058,52.617876,52.617876,-100,290.770973,29.673841,90.671989
106,1279.682409,1228.099828,51.582581,51.582581,-100,290.615431,29.597552,90.736388
107,1266.991832,1235.743558,31.248273,31.248273,-100,292.933092,29.892646,90.369267
108,1264.800134,1236.618174,28.181960,28.181960,-100,294.035341,29.829706,90.822767
109,1267.884372,1234.193277,33.691095,33.691095,-100,291.932649,29.782122,91.003473
110,1268.149290,1228.871834,39.277456,39.277456,-100,291.393277,29.541502,91.200954
111,1262.302806,1231.671034,30.631773,30.631773,-100,291.940760,29.714381,90.653980
112,1259.669521,1229.145724,30.523797,30.523797,-100,289.426844,29.803796,89.857976
113,1260.126105,1230.081523,30.044583,30.044583,-100,289.055620,29.832205,90.076113
114,1254.637055,1231.582734,23.054322,23.054322,-100,289.166865,29.875225,90.227102
115,1247.984048,1229.179814,18.804234,18.804234,-100,290.521444,29.722021,90.169025
116,1258.402263,1230.234091,28.168173,28.168173,-100,289.089698,29.861447,89.890309
117,1260.272008,1232.220716,28.051291,28.051291,-100,290.802546,29.824733,90.336082
118,1262.891509,1238.308064,24.583445,24.583445,-100,292.003895,30.062324,90.223132
119,1267.251421,1241.935634,25.315788,25.315788,-100,293.677119,30.154905,90.241791
120,1268.092981,1240.271136,27.821845,27.821845,-100,294.302868,30.114083,89.788715
121,1262.741729,1235.282837,27.458892,27.458892,-100,294.726531,29.930305,89.359971
122,1264.605099,1241.859963,22.745136,22.745136,-100,296.868677,30.100364,89.652747
123,1262.429564,1248.731716,13.697848,13.697848,-100,299.811937,30.277384,89.745377
124,1260.161683,1244.455752,15.705931,15.705931,-100,301.014489,30.133919,89.008093
125,1256.385602,1243.829825,12.555777,12.555777,-100,303.500231,30.073787,88.490246
126,1257.951061,1244.004213,13.946848,13.946848,-100,303.912439,30.104943,88.179968
127,1253.620064,1248.283389,5.336674,5.336674,-100,306.647206,30.230727,87.836954
128,1247.793900,1249.578784,-1.784884,-1.784884,-100,305.884538,30.278027,88.153737
129,1240.685003,1251.798674,-11.113672,-11.113672,-100,307.184174,30.313311,88.246553
130,1242.880770,1253.611992,-10.731221,-10.731221,-100,308.107600,30.408636,87.846146
131,1247.568864,1252.804148,-5.235284,-5.235284,-100,307.570727,30.394351,87.843438
132,1243.561217,1258.882899,-15.321682,-15.321682,-100,307.427313,30.668946,87.855180
133,1237.242467,1259.736751,-22.494284,-22.494284,-100,306.631735,30.664189,88.435142
134,1237.586101,1258.257002,-20.670902,-20.670902,-100,307.560834,30.565878,88.400926
135,1237.868820,1258.829782,-20.960962,-20.960962,-100,308.177761,30.576964,88.322198
136,1238.117902,1258.568915,-20.451013,-20.451013,-100,306.397433,30.581504,88.747571
137,1253.745956,1259.422855,-5.676899,-5.676899,-100,307.265958,30.596842,88.655350
138,1252.491539,1261.421138,-8.929598,-8.929598,-100,306.889922,30.658954,88.980816
139,1256.681820,1259.054813,-2.372994,-2.372994,-100,303.108814,30.629485,89.560294
140,1250.951417,1259.824338,-8.872921,-8.872921,-100,303.689284,30.625393,89.679620
141,1253.807320,1257.569879,-3.762559,-3.762559,-100,301.248946,30.580815,90.000614
142,1247.812826,1257.430406,-9.617580,-9.617580,-100,301.443591,30.564907,90.016058
143,1245.829796,1255.462489,-9.632694,-9.632694,-100,301.501595,30.560968,89.345623
144,1248.151567,1252.133739,-3.982172,-3.982172,-100,300.674478,30.403425,89.675662
145,1234.959075,1254.642698,-19.683623,-19.683623,-100,302.617018,30.374659,90.169607
146,1237.430997,1261.418761,-23.987765,-23.987765,-100,303.427316,30.554228,90.869706
147,1232.332395,1260.529466,-28.197071,-28.197071,-100,303.092792,30.506676,91.035688
148,1234.764063,1264.330048,-29.565985,-29.565985,-100,302.893907,30.646248,91.327468
149,1235.683413,1266.719188,-31.035775,-31.035775,-100,302.531186,30.707058,91.794669
150,1235.050077,1269.025453,-33.975376,-33.975376,0,300.721364,30.746055,92.851509
151,1219.526041,1275.631920,-56.105879,-56.105879,100,304.965774,30.811126,93.322773
152,1224.095791,1276.851269,-52.755478,-52.755478,100,305.867404,30.772500,93.768324
153,1229.298403,1274.558338,-45.259935,-45.259935,100,304.046224,30.737438,93.809936
154,1228.718465,1282.718842,-54.000377,-54.000377,100,304.249970,30.975826,94.719484
155,1233.923301,1285.725742,-51.802441,-51.802441,100,303.223569,31.086016,95.221314
156,1232.581218,1288.619500,-56.038281,-56.038281,100,303.623750,31.153465,95.575618
157,1247.181977,1285.112755,-37.930777,-37.930777,100,303.027131,31.112890,94.859591
158,1249.377150,1284.223999,-34.846849,-34.846849,100,302.334065,30.994520,95.689501
159,1244.837279,1284.954785,-40.117507,-40.117507,100,300.585121,30.983218,96.573077
160,1250.720930,1289.921081,-39.200152,-39.200152,100,300.540522,31.166122,96.883602
161,1250.136541,1286.814700,-36.678158,-36.678158,100,299.123097,31.142226,96.430612
162,1262.018051,1284.166651,-22.148600,-22.148600,100,298.283899,30.944302,97.315870
163,1257.589671,1290.209845,-32.620174,-32.620174,100,299.567319,30.988688,98.670043
164,1264.610961,1294.455427,-29.844466,-29.844466,100,300.331902,31.046912,99.452809
165,1269.738053,1294.349778,-24.611725,-24.611725,100,300.178694,31.042218,99.500217
166,1272.059693,1290.004752,-17.945058,-17.945058,100,300.663070,30.860748,99.257989
167,1270.188649,1299.728442,-29.539793,-29.539793,100,302.328835,31.163340,99.756363
168,1271.287137,1301.598793,-30.311656,-30.311656,100,301.110336,31.188973,100.583028
169,1262.301319,1306.003110,-43.701791,-43.701791,100,301.095902,31.332568,100.995892
170,1260.801984,1310.494757,-49.692773,-49.692773,100,300.904548,31.598769,100.536988
171,1260.027732,1307.581256,-47.553523,-47.553523,100,302.950780,31.336915,100.935402
172,1258.642345,1307.378315,-48.735970,-48.735970,100,302.141087,31.331665,101.156682
173,1258.498042,1313.448451,-54.950409,-54.950409,100,302.861867,31.511221,101.639525
174,1249.884501,1317.851244,-67.966743,-67.966743,100,302.090969,31.725030,101.738148
175,1255.755780,1316.239341,-60.483562,-60.483562,100,301.607595,31.671147,101.748765
176,1263.531182,1316.990471,-53.459289,-53.459289,100,300.283395,31.710327,102.113868
177,1259.581812,1319.369630,-59.787818,-59.787818,100,300.255572,31.770041,102.482438
178,1259.455048,1319.953680,-60.498633,-60.498633,100,300.328578,31.697100,103.231869
179,1270.203054,1320.384201,-50.181147,-50.181147,100,299.965834,31.761588,102.990382
180,1273.717656,1321.389266,-47.671610,-47.671610,100,301.656802,31.772196,102.732828
181,1276.516531,1323.125855,-46.609325,-46.609325,100,303.290796,31.737837,103.097839
182,1267.921257,1324.836171,-56.914914,-56.914914,100,300.202977,31.903950,103.351495
183,1267.883660,1328.913381,-61.029721,-61.029721,100,301.692743,31.923398,104.153844
184,1271.673050,1323.588378,-51.915328,-51.915328,100,300.824764,31.708530,104.250880
185,1271.963215,1328.858333,-56.895118,-56.895118,100,300.748578,31.941374,104.286850
186,1275.066906,1330.454801,-55.387895,-55.387895,100,299.788433,31.903341,105.435301
187,1268.440492,1329.497242,-61.056750,-61.056750,100,301.114637,31.901463,104.706785
188,1275.214136,1328.896112,-53.681976,-53.681976,100,300.882926,31.903338,104.555210
189,1267.370040,1330.198896,-62.828857,-62.828857,100,304.082038,31.735508,105.326569
190,1275.181557,1338.688671,-63.507114,-63.507114,100,304.936838,32.033060,105.687049
191,1269.089177,1336.981071,-67.891893,-67.891893,100,304.936926,31.898590,106.143651
192,1268.875411,1332.806250,-63.930839,-63.930839,100,307.029427,31.667445,105.850165
193,1278.075986,1334.323873,-56.247887,-56.247887,100,308.046165,31.713890,105.699682
194,1285.082169,1341.861136,-56.778967,-56.778967,100,309.121885,32.035958,105.469715
195,1283.430302,1347.239368,-63.809065,-63.809065,100,309.393680,32.102304,106.734943
196,1279.639490,1344.876773,-65.237283,-65.237283,100,310.421243,31.930424,106.937905
197,1287.280775,1344.669962,-57.389187,-57.389187,100,309.742005,31.841562,107.769993
198,1285.365514,1342.080084,-56.714570,-56.714570,100,308.838152,31.965072,106.186837
199,1286.446408,1343.251499,-56.805091,-56.805091,100,311.595742,31.934943,105.974632
200,1286.167893,1341.116116,-54.948223,-54.948223,100,312.995414,31.748932,106.251512
201,1284.373522,1342.159376,-57.785854,-57.785854,100,313.408512,31.831270,105.843162
202,1286.427996,1343.388115,-56.960120,-56.960120,100,312.396149,31.900759,106.040959
203,1283.321305,1342.541279,-59.219974,-59.219974,100,311.726105,31.945368,105.606321
204,1292.471505,1346.704496,-54.232990,-54.232990,100,313.847339,32.060730,105.494400
205,1292.246446,1345.748161,-53.501716,-53.501716,100,312.901107,32.091438,105.215772
206,1302.078071,1343.116545,-41.038474,-41.038474,100,314.269432,31.907485,105.314024
207,1304.967682,1339.989577,-35.021895,-35.021895,100,313.878294,31.761652,105.487697
208,1307.330700,1342.160015,-34.829315,-34.829315,100,311.997359,31.959831,105.277068
209,1314.887505,1334.306527,-19.419021,-19.419021,100,311.252924,31.791102,104.097910
210,1314.245199,1336.565170,-22.319972,-22.319972,100,309.776166,31.867433,104.743697
211,1319.764985,1342.043137,-22.278153,-22.278153,100,309.713339,32.062269,105.144379
212,1321.342721,1345.030107,-23.687386,-23.687386,100,308.510960,32.323316,104.516430
213,1322.189496,1340.678836,-18.489340,-18.489340,100,306.842449,32.378001,103.095715
214,1313.981507,1339.575225,-25.593718,-25.593718,100,307.006682,32.352881,102.857751
215,1319.600239,1344.921162,-25.320923,-25.320923,100,309.715852,32.443254,103.169386
216,1325.622572,1340.972344,-15.349772,-15.349772,100,307.341294,32.184039,104.556901
217,1321.884020,1346.746425,-24.862405,-24.862405,100,310.219910,32.406606,103.932990
218,1323.110903,1343.430782,-20.319879,-20.319879,100,309.355103,32.325367,103.683733
219,1331.385536,1344.589428,-13.203891,-13.203891,100,310.649917,32.308300,103.818179
220,1342.662753,1347.528966,-4.866213,-4.866213,100,309.486609,32.526939,103.492633
221,1350.599740,1345.178323,5.421417,5.421417,100,309.095117,32.509457,102.934232
222,1343.640027,1343.310486,0.329541,0.329541,100,307.319729,32.446708,103.325322
223,1344.376831,1344.848741,-0.471910,-0.471910,100,310.968178,32.309744,103.798378
224,1355.239772,1349.196152,6.043620,6.043620,100,309.917058,32.478283,104.317868
225,1365.917081,1349.666741,16.250341,16.250341,100,308.000626,32.626738,103.916157
226,1355.259556,1349.311963,5.947592,5.947592,100,309.062580,32.625704,103.472165
227,1347.444556,1348.395755,-0.951199,-0.951199,100,308.526404,32.660550,103.048174
228,1339.344038,1353.272486,-13.928449,-13.928449,100,307.333355,32.906625,103.190263
229,1345.699800,1352.640697,-6.940897,-6.940897,100,306.609904,32.956673,102.804374
230,1344.756928,1350.575866,-5.818937,-5.818937,100,303.897453,32.872159,103.587155
231,1343.978256,1349.435111,-5.456854,-5.456854,100,305.733692,32.865837,102.671763
232,1335.857853,1345.223218,-9.365365,-9.365365,100,303.505003,32.824057,102.225790
233,1331.087570,1341.715181,-10.627611,-10.627611,100,302.550255,32.798295,101.504628
234,1335.166764,1337.964756,-2.797992,-2.797992,100,300.592243,32.772220,101.012466
235,1328.297865,1337.510901,-9.213036,-9.213036,100,299.256712,32.779999,101.207808
236,1331.658631,1342.944979,-11.286348,-11.286348,100,299.792785,33.072398,100.646339
237,1329.912500,1341.506490,-11.593990,-11.593990,100,300.027516,33.040532,100.322928
238,1335.658391,1351.168862,-15.510471,-15.510471,100,299.623250,33.539910,99.905295
239,1331.603259,1351.421547,-19.818288,-19.818288,100,302.702586,33.454525,99.705730
240,1317.911956,1351.766470,-33.854514,-33.854514,100,301.725848,33.484831,99.891454
241,1326.087469,1339.662411,-13.574941,-13.574941,100,301.490245,33.087294,98.864740
242,1329.397706,1332.305024,-2.907318,-2.907318,100,300.120123,32.865721,98.464016
243,1335.443037,1331.760413,3.682624,3.682624,100,300.984992,32.872229,97.956296
244,1333.586778,1337.512714,-3.925936,-3.925936,100,299.873534,33.218388,97.595987
245,1340.487679,1338.210607,2.277071,2.277071,100,300.527606,33.120912,98.396465
246,1327.728317,1339.073789,-11.345472,-11.345472,100,302.412327,33.058747,98.597608
247,1339.179809,1333.619356,5.560454,5.560454,100,301.588886,32.926759,97.989072
248,1337.681136,1336.399952,1.281184,1.281184,100,302.746346,33.066334,97.506648
249,1341.888078,1330.683928,11.204150,11.204150,100,304.367994,32.892975,96.372923
250,1342.433869,1332.182692,10.251177,10.251177,100,303.252652,33.037798,96.108413
251,1343.084409,1325.589214,17.495195,17.495195,100,302.808045,32.848206,95.436676
252,1349.373015,1329.578319,19.794696,19.794696,100,303.683134,32.974644,95.563800
253,1352.640620,1325.287879,27.352741,27.352741,100,303.236627,32.815374,95.455562
254,1345.906007,1323.578893,22.327115,22.327115,100,303.669637,32.732831,95.372343
255,1336.777733,1324.692589,12.085144,12.085144,100,304.699930,32.761263,95.218012
256,1342.422643,1324.183155,18.239488,18.239488,100,304.455957,32.811992,94.720791
257,1343.845663,1325.492745,18.352918,18.352918,100,303.721204,32.848633,95.117040
258,1351.315717,1328.267171,23.048546,23.048546,100,306.302847,32.733803,96.176912
259,1347.608787,1329.165267,18.443520,18.443520,100,305.631575,32.734283,96.692856
260,1339.952630,1327.693222,12.259408,12.259408,100,304.290439,32.826681,95.876030
261,1335.128878,1324.502206,10.626671,10.626671,100,302.255016,32.886064,94.935105
262,1329.077231,1318.259980,10.817251,10.817251,100,301.862631,32.751622,93.938716
263,1323.823588,1317.643962,6.179627,6.179627,100,302.119758,32.645529,94.473217
264,1324.416263,1312.679391,11.736872,11.736872,100,302.483080,32.369821,94.788874
265,1325.372352,1314.289041,11.083310,11.083310,100,305.601083,32.272654,95.140397
266,1334.358242,1312.355242,22.003000,22.003000,100,307.138834,32.190294,94.635557
267,1336.843456,1313.886828,22.956627,22.956627,100,307.132062,32.222318,94.919459
268,1348.144668,1312.853838,35.290830,35.290830,100,304.505038,32.285404,94.882064
269,1351.652735,1313.429411,38.223324,38.223324,0,304.836083,32.211977,95.552432
270,1354.524452,1310.887125,43.637327,43.637327,-100,304.493136,32.070147,95.882930
271,1337.034524,1304.495417,32.539107,32.539107,-100,302.957476,31.781220,96.394402
272,1321.187281,1304.583669,16.603612,16.603612,-100,302.434962,31.785165,96.556077
273,1324.220312,1311.275504,12.944808,12.944808,-100,301.909758,32.166859,96.063061
274,1332.991786,1311.939119,21.052667,21.052667,-100,300.739429,32.154251,96.754308
275,1326.460464,1306.088929,20.371535,20.371535,-100,299.702793,31.959385,96.565133
276,1330.925223,1301.175634,29.749589,29.749589,-100,300.540886,31.718212,96.482025
277,1327.737921,1301.768535,25.969385,25.969385,-100,302.475002,31.696067,96.261697
278,1332.579186,1299.166089,33.413097,33.413097,-100,300.480589,31.668284,96.192688
279,1334.698706,1293.001549,41.697157,41.697157,-100,299.960158,31.302251,97.070393
280,1342.074604,1298.784705,43.289899,43.289899,-100,301.294070,31.571256,96.565606
281,1332.434212,1299.918085,32.516126,32.516126,-100,300.740295,31.734542,95.856227
282,1332.959756,1303.497547,29.462208,29.462208,-100,299.896232,31.954896,95.640590
283,1332.591946,1310.533369,22.058578,22.058578,-100,299.018581,32.268976,95.903839
284,1328.252113,1303.754409,24.497704,24.497704,-100,298.466714,32.100361,95.037207
285,1327.287646,1303.768881,23.518765,23.518765,-100,299.064374,32.070969,95.086525
286,1328.188899,1303.744596,24.444303,24.444303,-100,299.454289,32.103583,94.702797
287,1326.117343,1306.881322,19.236020,19.236020,-100,301.836234,32.181823,94.443482
288,1330.716789,1306.571070,24.145719,24.145719,-100,303.352454,32.138416,94.204955
289,1338.823273,1304.368698,34.454574,34.454574,-100,302.681983,32.007693,94.668221
290,1339.459551,1305.574464,33.885087,33.885087,-100,303.773668,32.081802,94.170354
291,1332.225293,1303.704813,28.520480,28.520480,-100,303.285973,32.012486,94.213270
292,1327.725512,1302.122160,25.603352,25.603352,-100,302.906855,31.964318,94.157151
293,1325.476221,1301.328862,24.147359,24.147359,-100,303.104358,31.938405,94.022801
294,1321.463054,1305.097083,16.365972,16.365972,-100,302.958411,32.199547,93.338164
295,1327.941590,1300.275572,27.666018,27.666018,-100,302.237759,32.002633,93.424246
296,1322.028170,1308.210163,13.818007,13.818007,-100,304.083633,32.249681,93.679196
297,1321.107170,1312.187305,8.919865,8.919865,-100,305.234144,32.330199,94.075253
298,1317.012105,1305.578745,11.433361,11.433361,-100,301.674517,32.145868,94.321947
299,1314.868446,1309.607895,5.260550,5.260550,-100,303.090117,32.292115,94.140974
300,1309.251431,1309.541095,-0.289664,-0.289664,-100,302.389792,32.374139,93.694524
301,1294.519155,1308.059330,-13.540175,-13.540175,-100,300.709501,32.390709,93.571154
302,1294.698999,1306.785367,-12.086368,-12.086368,-100,298.610783,32.394205,93.751563
303,1293.917137,1312.446945,-18.529807,-18.529807,-100,301.401961,32.517879,93.887478
304,1294.539282,1312.360399,-17.821117,-17.821117,-100,303.402818,32.426632,93.949897
305,1294.538080,1315.383003,-20.844924,-20.844924,-100,307.370953,32.400151,93.977011
306,1299.530040,1318.671601,-19.141561,-19.141561,-100,304.905870,32.596158,94.352445
307,1302.883301,1321.701267,-18.817966,-18.817966,-100,305.613492,32.665315,94.645386
308,1296.941762,1322.575471,-25.633710,-25.633710,-100,303.770481,32.823454,94.285481
309,1284.528100,1320.101379,-35.573278,-35.573278,-100,304.988620,32.647209,94.424769
310,1293.706328,1323.082857,-29.376529,-29.376529,0,307.216982,32.666090,94.622392
311,1297.610895,1336.107205,-38.496311,-38.496311,0,309.661337,33.110707,94.917107
312,1300.230810,1333.489000,-33.258190,-33.258190,100,311.827248,32.931301,94.737512
313,1307.690310,1338.897498,-31.207188,-31.207188,100,312.322760,33.153280,94.729327
314,1298.989869,1335.869944,-36.880075,-36.880075,100,311.722887,33.104234,94.246782
315,1300.662108,1332.414474,-31.752366,-31.752366,100,313.121605,32.740331,95.454023
316,1296.908860,1330.629907,-33.721048,-33.721048,100,311.287648,32.844950,94.585946
317,1302.437737,1334.157397,-31.719660,-31.719660,100,308.899144,33.054910,94.911703
318,1299.283417,1347.836234,-48.552817,-48.552817,100,310.439830,33.496614,95.736250
319,1305.178253,1346.975631,-41.797378,-41.797378,100,310.871539,33.374874,96.253890
320,1300.605888,1351.085375,-50.479487,-50.479487,100,311.360320,33.596701,95.798066
321,1301.685790,1350.639077,-48.953287,-48.953287,100,308.144181,33.789268,95.136278
322,1294.366108,1342.699368,-48.333259,-48.333259,100,308.121754,33.483659,94.771864
323,1294.147375,1343.163224,-49.015848,-49.015848,100,307.059980,33.558186,94.680091
324,1293.008771,1341.269518,-48.260747,-48.260747,100,304.922563,33.594300,94.402756
